name,Country,Home Location Type,Reading Score Before Help,Reading Score After Help,School Satisfaction Before Help,School Satisfaction After Help
Andrea Flores,South Korea,Town,65.02,77.85,2,2.2071501885691
Allison Quinn,South Korea,Town,49.84,60.79,4,5.0
Alfred Matthews,USA,City,63.41,80.14,2,2.26403229498375
April Thompson,NZ,Town,91.42,89.81,3,4.32898370731697
Shelly Crawford,Denmark,Rural,56.58,68.14,2,2.22348012822671
Bryan Wells,Denmark,Rural,46.76,66.92,5,5.0
Timothy Davis,USA,City,77.53,94.0,1,1.04161681623478
Audrey Mcmillan,USA,City,67.33,71.48,3,3.78932199626986
Tina Diaz,South Korea,Rural,81.64,93.95,3,4.00960709829539
Katherine Thomas,NZ,Town,41.36,45.17,5,5.0
Patrick Mora,South Korea,City,40.18,46.56,4,5.0
Kristi Allen,NZ,Town,47.15,53.0,3,3.78556448614458
Robert Myers,Denmark,Town,59.77,85.03,3,3.25837648151246
Steven Cobb,Denmark,Town,74.92,81.45,1,1.208654914058
Courtney Hernandez,South Korea,City,40.0,44.23,1,1.0993472989764
David Martinez,NZ,Rural,43.54,52.62,2,2.32530121834585
Nicole Wilson,USA,City,96.72,100.0,3,3.82038983229266
Jason Patterson,USA,Rural,54.64,56.1,3,3.39098121850898
Sheryl Smith,NZ,City,84.2,100.0,4,3.94192794726298
Jamie Hicks,USA,Town,40.0,44.94,5,5.0
John Barnett,NZ,Town,87.27,100.0,4,4.93384614269019
Tamara Donovan,South Korea,City,47.56,51.16,4,4.38439139260806
Alec Reid,NZ,City,74.07,94.13,5,5.0
Thomas Mcmillan,South Korea,Rural,40.0,48.14,3,3.17933293820961
Kevin Carrillo,NZ,Rural,66.94,85.92,3,3.22038192337574
Rachel Fisher,USA,City,61.74,90.95,2,2.5215367594544
Meghan Jones,USA,Town,59.36,77.81,1,1.22981478866471
Troy Taylor,NZ,City,65.73,69.31,2,2.75336553953026
David Brown,South Korea,Town,40.0,46.74,2,2.68717746120314
Bernard Wilson,USA,City,63.52,69.96,3,3.6750934988774
Jordan Bailey,USA,Town,58.79,62.11,4,4.20803088204529
Michael Morales PhD,USA,Town,40.0,48.23,1,1.23600893179774
Jon Herring,NZ,City,80.69,100.0,3,3.50811901219625
Jessica Velasquez,Denmark,City,67.71,71.24,3,3.44635006615083
Jennifer Roberts,South Korea,Town,40.0,46.65,4,5.0
Joshua Simmons,Denmark,City,40.0,48.32,1,1.0
Martin Skinner,South Korea,Town,43.2,43.14,4,5.0
James Hernandez,NZ,Rural,74.83,94.6,3,3.95367790362431
Jackie Smith,USA,Rural,69.26,86.28,4,5.0
Yolanda Gordon,NZ,Town,89.89,98.12,2,2.06389522018046
Brian Snyder,Denmark,Rural,67.96,64.3,3,3.46863092566086
Ronald Palmer,USA,Town,66.8,90.74,2,2.74231412252105
John Martin,USA,City,79.51,100.0,2,2.92579695578122
Courtney Hines,USA,City,49.28,49.03,2,2.02919773981782
Evan Gonzalez,Denmark,City,40.0,49.2,2,2.76455227251678
Cheryl Alexander,South Korea,City,84.54,92.82,2,2.27733424103442
Eric Hernandez,USA,Town,90.13,94.78,2,2.57811162139203
Jason Walter,NZ,Rural,74.65,86.33,3,4.1221904220951
Sara Taylor,NZ,Town,70.13,74.45,5,5.0
Sarah Matthews,Denmark,Town,53.87,62.69,3,4.18283012459715
Justin Nelson,NZ,Town,75.17,92.68,4,4.7669182425795
Justin Lee,NZ,Town,69.16,97.31,1,1.0887112336807
Laura Cruz,USA,City,63.45,75.19,2,2.424256777493
Mark Stephenson,Denmark,Rural,84.31,100.0,2,2.29178451274926
Gregory Kim,South Korea,Town,76.18,80.1,1,1.00873049661107
Lisa Smith,Denmark,City,61.2,71.61,5,5.0
Tiffany Diaz,USA,Rural,74.09,94.3,4,5.0
Brady Leblanc,USA,Town,57.82,75.39,2,2.95953387327882
Sherry Jenkins,USA,City,54.06,61.45,3,3.40933764069224
Marie Lambert,USA,Town,91.93,100.0,4,4.52025695591375
Sandy Walters,South Korea,Rural,54.92,62.78,2,2.21014415506372
Dalton Hill,NZ,Rural,69.55,77.06,4,4.9483064939094
Melissa Santos,South Korea,Town,51.3,68.2,4,5.0
Jonathan Roach,USA,Town,72.13,78.43,1,1.0666889242468
Jordan Foster,USA,Town,40.0,38.37,5,5.0
Nathan Davis,Denmark,Rural,72.3,97.17,2,2.33906303799373
Ryan Guzman,USA,Rural,100.0,100.0,2,2.19254134421706
Madison Ramirez,Denmark,City,68.66,81.43,2,2.3931282674159
Tiffany Bell,Denmark,Town,60.77,75.26,3,2.88900490344748
Carlos Yang,USA,Town,78.71,100.0,3,2.54700427804804
Karen Scott,NZ,Town,71.28,81.04,4,4.3739017728499
Lisa Pratt,South Korea,Town,60.14,79.0,3,2.83984919359315
David Smith,USA,City,45.64,50.73,4,4.89100915209627
Michael Hernandez,USA,City,83.11,91.1,1,1.47103897446302
Bianca Mason,USA,Town,99.19,100.0,3,3.74411110465923
Martha Duarte,South Korea,City,52.8,60.92,2,2.46668489173676
Ms. Kylie Jones,Denmark,City,64.23,75.36,4,4.50444667140926
Katrina Larsen,South Korea,City,70.28,81.25,3,4.12108493561585
Charles Riley,NZ,Rural,70.36,80.95,3,3.89274022959863
Sarah Bennett,USA,City,40.0,46.52,3,3.60552629077062
Julie Ramsey,South Korea,City,40.0,52.41,3,3.61446335896768
Tyler Malone,NZ,City,40.0,50.48,4,4.66510124758994
Ryan Mclean,South Korea,Rural,63.21,74.35,5,5.0
Brittany Buchanan,South Korea,City,42.83,48.66,3,3.59615939407231
Patrick Hubbard,South Korea,Town,51.38,55.24,4,4.22687576973515
Shelly Castillo,NZ,City,40.17,59.56,3,3.37404921639413
Brenda Patel,NZ,City,40.0,47.09,3,3.53084422044887
Alexandra Kim,South Korea,Rural,42.69,53.04,2,2.41428688929793
Melissa Ramirez,USA,Town,61.0,75.47,2,2.24372080885268
John Martinez,USA,Rural,50.92,54.11,4,4.5790820083979
Alexa Collins,NZ,City,58.9,71.07,3,3.51271921698245
Robert Phillips,South Korea,City,40.0,51.24,4,5.0
Samantha Fields,South Korea,City,40.0,57.03,1,1.3291970358683
Kaitlyn Jones,USA,Rural,70.81,95.58,4,4.59689609614359
Elizabeth Santos,USA,Town,48.16,56.97,4,5.0
Barbara Stanton,USA,City,78.61,85.72,3,3.94687375876512
Cheryl Nelson,South Korea,City,40.0,42.19,3,3.17905029842035
Michelle Taylor,USA,Town,90.6,100.0,3,3.8780480010779
Charles Rose,USA,Town,75.11,79.52,2,2.08951786535295
Kristie Sims,USA,City,52.01,63.26,4,5.0
Christopher Sherman,NZ,City,70.7,100.0,4,4.48362794397407
Ashley Adams,South Korea,Rural,76.67,91.83,3,3.78695343199621
Shelly Gonzalez,USA,Rural,49.3,57.87,3,3.37712239229468
Sarah Bernard,South Korea,City,66.41,77.34,4,4.77950067018861
Christopher Torres MD,South Korea,City,56.59,72.33,4,4.25132797247068
Samantha Jackson,NZ,Town,40.0,57.79,2,2.38719716069035
Bryan Harris,South Korea,City,49.67,61.81,4,4.99337377657233
Gloria Olson,USA,City,40.0,31.85,3,3.83036550840591
Michael Turner,USA,Town,83.56,100.0,3,2.93032023681118
Debbie Gonzalez,South Korea,City,52.94,76.57,3,3.24337543599177
Mackenzie Hill,USA,Town,40.0,46.18,4,4.73124319958306
Jackie Craig,NZ,Town,74.25,81.42,2,2.43756209330105
Beth Harper,NZ,Rural,96.34,100.0,5,5.0
Robert Powell,Denmark,Rural,65.15,66.46,1,1.19885803063758
Thomas Williams,Denmark,City,80.99,100.0,4,4.4454755094421
Nicholas Mosley,NZ,Rural,81.47,100.0,4,4.94328327601171
Alvin Everett,USA,City,66.52,77.51,4,5.0
Robin Cummings,South Korea,Town,56.45,64.7,2,1.78981755565696
Sheila Berry,South Korea,City,47.29,58.96,5,5.0
Steven Cain,NZ,Rural,67.91,78.33,2,2.36092028622402
Mr. Antonio Bowman,South Korea,City,43.6,42.62,4,4.87718950468916
Sean Nichols,USA,Town,50.09,56.83,5,5.0
Gavin Pham,Denmark,Rural,46.48,40.73,3,3.80497047458525
Yolanda Bernard,Denmark,City,84.21,100.0,3,4.079513000548
David Conway,USA,Rural,86.28,100.0,2,2.1752318574729
Brittany Hall,USA,Rural,40.0,47.63,2,2.37069162372729
Tommy Patterson,USA,Rural,64.82,67.79,3,3.56922800276432
Nicholas Horton,NZ,Rural,81.91,100.0,4,4.75840580572079
Robert Oconnor,NZ,Rural,69.06,76.97,4,5.0
Sabrina Walker,NZ,Town,45.87,59.61,4,4.95092554079647
Steven Owens,NZ,Rural,58.3,62.59,5,5.0
Timothy Henderson,USA,City,94.58,100.0,4,3.93930825245683
Annette Jones MD,USA,City,51.78,73.83,3,3.80170230781299
Andrea Grant,South Korea,City,70.12,67.04,5,5.0
Sharon Keller,South Korea,City,76.11,77.96,4,4.86854480349448
Willie Perkins,USA,Rural,59.98,76.4,2,2.39159466059846
William Parker,USA,City,41.14,45.97,3,3.29447916826361
Joshua Chapman,USA,City,97.58,100.0,3,3.59218825128185
Michael Harris,Denmark,Town,62.62,82.83,5,4.84234148889284
Chelsea Mayer,NZ,Town,40.0,47.41,3,3.29867691555673
Elizabeth Smith,Denmark,Town,99.78,100.0,3,3.48554209198956
Jasmine Francis,USA,Town,40.91,45.6,2,2.10402198804248
Kaitlin Brown,USA,Town,48.77,51.59,2,2.20167813425726
Stacy Harper,NZ,City,40.0,42.67,2,2.62393475285541
Joseph Johnson,NZ,Rural,52.71,64.66,3,2.79841546505401
Cheryl Davis,Denmark,Rural,79.01,90.89,4,4.41726670578003
Thomas Greene,Denmark,Rural,59.92,79.74,4,4.70623313619365
Brandi Reid,USA,Rural,40.0,44.27,2,2.4278028804724
Dana Wright,NZ,Town,65.62,87.13,2,2.04920956210203
Jeffrey Neal,South Korea,City,81.62,90.36,4,4.68499495139072
Louis Johnston,USA,Town,59.35,63.07,4,4.30544745369784
Christina Savage,USA,Town,41.69,56.85,1,1.35968220117295
Eric Daniels DDS,USA,Rural,100.0,100.0,2,2.18354264081223
Paul Melton,South Korea,Town,54.31,68.01,3,3.20759972921345
Brett Hopkins,NZ,City,73.4,100.0,4,5.0
Jeanette Adams,NZ,City,50.81,64.14,3,3.50069784567772
Barbara Molina,NZ,Rural,54.33,73.01,3,3.63645143218303
John Ford,NZ,City,68.57,92.96,3,3.33945819677367
Tristan Bennett,USA,Town,40.0,43.37,4,4.6970419122682
Todd Martin,NZ,Rural,87.4,100.0,3,3.45674287189687
Kenneth Patrick,USA,Town,64.93,82.45,5,5.0
Allison Barnes,South Korea,Town,63.01,83.55,3,3.55280295192923
Jacqueline Bailey PhD,South Korea,City,40.0,44.08,4,4.72644188584338
Renee Ortiz,USA,City,61.6,69.27,3,3.31189347726511
Mercedes Sanchez,USA,Town,63.24,71.04,4,4.42367885102189
Jonathan Kirby,USA,City,48.2,51.05,2,2.47820120774698
Tyler Bowers,NZ,Town,59.67,73.56,5,5.0
Eduardo Adams,Denmark,City,48.96,64.73,3,3.41408612422598
Cheryl Harris,South Korea,Town,55.32,63.79,4,5.0
Pamela Smith,USA,Town,40.87,49.93,4,4.82402424225519
Carla Cameron,South Korea,City,74.24,78.11,3,3.86881291989621
Kaitlin Powell,NZ,City,71.44,79.78,3,3.04732369416252
Terri Garcia,USA,Town,66.87,83.14,2,2.41469869568064
Jeffrey Jones,USA,Town,52.65,56.62,3,4.15912517862703
Adam Mitchell,USA,City,63.02,75.01,3,3.71763846604039
Howard Chung,USA,City,67.69,76.72,4,5.0
Suzanne Hart,USA,City,100.0,100.0,3,4.33780391629081
Joshua Martinez,USA,City,40.0,46.45,1,1.255269408976
Christina Romero,South Korea,Rural,80.0,85.68,2,2.53757741320039
Jason Olsen,USA,Rural,42.0,46.98,2,2.08401663878438
Kelli Steele,USA,City,69.11,72.21,3,3.53420132090967
Evan Moore,NZ,City,100.0,100.0,2,2.54807851577764
Keith Powell,USA,City,72.01,79.3,3,3.13125485151803
Terry Clark,USA,Town,60.14,77.71,5,5.0
Craig Moore,USA,City,61.93,80.15,4,4.64357938361851
Sandra Schultz,South Korea,City,93.34,100.0,4,4.6951794746281
Gary Johnson,Denmark,City,40.0,44.3,4,3.7911354024639
Tony Horton,USA,Town,72.17,79.82,5,5.0
John Trujillo,USA,Town,68.02,74.13,2,2.28907010765364
Dr. Terry Ellis PhD,NZ,Town,63.27,92.36,3,3.96319784789974
Jon Wilson,USA,City,63.24,72.03,3,3.73163725495233
Nicholas Garza,NZ,Town,64.91,78.26,3,3.66508366193711
Mrs. Heather Price MD,USA,Town,94.69,100.0,5,5.0
Hayley Moore,South Korea,City,51.77,56.15,4,4.73836984573453
Zachary Bright,NZ,City,67.47,100.0,4,4.27237050875391
Becky Hunt,South Korea,City,44.31,50.02,4,4.33318447698773
Alfred Morales,NZ,City,40.0,52.96,3,4.09191723227407
Kyle Perez,USA,City,84.02,100.0,3,4.33603029711812
Suzanne Robinson,South Korea,City,41.31,48.5,4,4.41548292554344
David Johnson,South Korea,Town,67.48,84.58,2,2.5218430541315
Christian Gregory,Denmark,Rural,75.31,96.88,4,5.0
Steven Wilson,NZ,Rural,73.86,85.51,4,5.0
Jessica Jones,NZ,Town,65.72,84.14,4,4.66470984739969
Angela Brown,NZ,City,87.66,100.0,2,2.17145906921383
Lauren Dominguez,NZ,City,66.64,77.57,5,5.0
Shannon Bates,South Korea,City,59.71,72.39,4,4.67186809279536
Timothy Nguyen,USA,Rural,55.15,52.44,3,3.91747117882195
Claire Frost,South Korea,Rural,40.0,46.2,5,5.0
Jessica Miller,NZ,City,40.0,44.55,4,5.0
Derrick Wilson,USA,Rural,66.44,70.96,4,5.0
Kelly Kemp,NZ,Town,50.28,60.96,3,3.59872937310123
Danielle Adams,NZ,Rural,62.47,76.46,5,5.0
Karen Thompson,NZ,Rural,74.15,88.49,2,2.07647937426325
Steven Eaton,South Korea,City,58.94,76.03,4,4.53027049163253
Brandon Norman,Denmark,City,40.0,47.15,4,4.68007107853077
Dawn Barron,NZ,City,53.73,55.87,4,4.19853550254727
Eric Burton,USA,City,86.18,99.98,3,3.94959325434982
Mrs. Lindsey Jones,NZ,Rural,57.01,64.96,3,3.71522967903557
Crystal Benson,Denmark,City,54.06,56.61,3,3.8941024024645
Christina Fitzgerald,NZ,Rural,59.15,64.38,3,3.09045376043848
Travis Phillips,NZ,Town,71.33,90.49,1,1.11317230344425
Jessica Barajas,USA,Rural,40.0,46.65,4,5.0
Cynthia Cruz,South Korea,Town,63.06,72.14,3,3.77302528369704
Kenneth Jones,USA,Rural,54.83,66.91,3,2.83464145571474
Paul Scott,South Korea,City,56.12,64.63,3,3.7967387454728
Mackenzie Garcia,USA,City,69.14,85.68,2,2.51547457459998
Jodi Flowers,Denmark,Town,63.16,63.5,4,4.57548280766884
Grace Schneider,USA,City,40.0,48.23,3,3.66113998941086
Jennifer Solomon,USA,Rural,81.98,93.46,5,5.0
Wayne Howard,USA,City,49.15,56.35,3,3.55315644944046
Dr. Robert Houston,USA,City,71.78,77.37,1,1.34861914969191
Samantha Williams,USA,Town,47.92,66.87,2,2.35136115268444
Bryan Clay,South Korea,City,82.16,95.3,2,2.48614511074654
William Valenzuela,South Korea,City,40.0,50.52,2,2.64703791508613
Elizabeth Delgado,USA,Town,75.8,96.79,3,3.87685404397785
Natalie Ayers,Denmark,City,73.96,85.28,1,1.26465697770843
Wanda Williams,NZ,Town,51.46,58.96,3,3.8010388527383
Becky Gomez,USA,City,47.57,53.46,3,3.97652187006018
Dustin Roberts,South Korea,City,44.83,56.99,2,2.51314189183737
Shannon Allen,NZ,Rural,69.53,83.25,4,4.99382332976941
Anna Gamble,USA,Rural,97.63,100.0,4,5.0
Stephanie Tran,South Korea,Town,56.56,78.86,2,2.16428605811169
Amy Blackburn,Denmark,City,59.57,77.85,3,2.79613408576272
Jose Ball,NZ,City,57.41,69.86,3,2.98637392912812
John Robinson,USA,Rural,78.59,78.24,2,2.5792397762852
Janice Pratt,NZ,Rural,66.93,71.8,4,5.0
Cynthia Simmons,USA,City,86.96,100.0,2,2.292361124478
Julia Winters,South Korea,City,77.6,99.69,3,3.59506128190335
Michelle Cordova,South Korea,City,96.18,100.0,2,2.65523339077993
Gina Mccall,USA,Town,44.89,56.7,1,1.34547007194322
Matthew Garcia MD,South Korea,City,40.0,48.8,5,4.94488683092749
Scott Jones,USA,Town,85.79,99.59,1,1.09887887884525
Anthony Woodward,USA,City,43.83,50.56,3,3.33030840112718
Douglas Arnold,Denmark,City,80.97,100.0,3,2.85483109534158
Barbara Curtis,USA,Town,47.51,59.97,4,4.5787805134886
Michael Lee,South Korea,City,64.48,89.61,2,2.48779648372387
Brenda Thornton,South Korea,City,76.89,88.92,2,2.53400095643708
Erin Lopez,USA,City,81.74,93.7,3,3.70424220241937
Spencer Alvarado,South Korea,Rural,72.6,80.86,2,2.77826380112119
Brandon Schwartz,USA,Rural,80.06,94.45,1,1.14222121152723
Emily Hines,USA,Town,61.01,63.06,2,2.48005946098209
Rhonda Armstrong,NZ,Town,82.55,100.0,3,3.47479044288516
Jennifer Turner,Denmark,Town,57.19,74.69,1,1.15413079219966
Christian Wallace,USA,Town,40.0,44.89,3,2.8166209813128
Jill Rodriguez,South Korea,City,42.15,50.28,3,3.402054418386
Debbie Mcclain,USA,Town,40.0,44.22,3,3.96516935983223
Kyle Delgado,South Korea,Rural,42.91,43.01,2,2.07077324590855
Grace Page,Denmark,City,41.18,51.16,3,3.74594122766468
Christopher Garcia,NZ,Rural,75.03,88.34,4,4.72472187630448
Karen Oliver,NZ,Rural,57.07,66.99,5,5.0
William Beasley,South Korea,Town,73.19,86.36,3,3.18113841646864
Marc Peterson,South Korea,City,40.0,55.53,4,5.0
Christopher Flores,USA,Town,54.76,71.53,4,4.48578928571459
Stephen Conner,NZ,Town,68.96,70.7,3,3.52258678945572
Aaron Sullivan,USA,Town,63.21,75.54,3,3.77206422254721
Samuel Berry,USA,Town,59.18,76.95,3,3.2351325397616
Lauren Hansen,NZ,City,40.0,53.41,3,3.39462368588145
Stephanie Robinson,NZ,Rural,54.34,67.01,2,2.52900793806423
Lori Torres,South Korea,City,80.42,100.0,1,1.16917437037428
Victor Combs,USA,Town,81.43,100.0,4,4.5408684421875
Derek Roman,South Korea,Town,49.52,46.97,1,1.21296439891553
Kelly Chapman,South Korea,Rural,40.0,41.73,2,2.00917788551373
David Carrillo,NZ,City,58.67,69.01,4,4.46018665237738
Phillip Carrillo,USA,Town,70.14,85.06,4,4.58922310319531
Christine Chen,Denmark,Town,51.2,65.82,4,5.0
Barbara Jackson,Denmark,Rural,50.49,65.21,4,5.0
Joseph Moore,Denmark,Town,73.8,90.47,4,4.10167420668024
Alyssa Jones,South Korea,City,53.32,71.99,1,1.26888966473098
Sarah Mcgee,South Korea,City,68.72,87.88,3,3.03412946985147
Tiffany Lee,NZ,City,69.99,82.25,5,5.0
Jeffrey Dudley,South Korea,Town,44.23,60.46,3,3.59594795433917
Gina Lucas,NZ,City,58.92,53.59,4,4.3853616130132
Crystal Galloway,NZ,City,71.44,93.96,5,5.0
Misty Carter,South Korea,City,83.89,100.0,2,2.2868093364321
Adam Meyer,Denmark,Rural,85.8,100.0,3,2.92456148948488
Curtis Cooper,South Korea,City,83.09,92.84,3,3.66515611514824
Stephanie Davis,South Korea,City,49.67,64.52,4,4.92039332897742
Mr. William Hicks Jr.,USA,Rural,74.68,87.62,4,4.72812077936788
James Wood,Denmark,Town,55.88,55.72,4,5.0
Kelly Reyes,South Korea,City,45.6,54.61,5,5.0
Hannah Watson,Denmark,City,70.83,100.0,1,1.15637560483302
Virginia Preston,South Korea,City,82.69,89.7,3,4.35643082833693
Cody Cabrera,South Korea,City,70.08,93.37,4,4.82389373988624
Jessica Marshall,USA,City,85.16,93.52,2,1.69912212406497
Dillon Long,USA,City,40.0,40.73,2,1.98575155247296
Nicole Spencer,NZ,Rural,73.31,79.56,4,5.0
Jessica Gates,South Korea,City,100.0,100.0,2,2.38225486351456
Alexa Ramos,South Korea,City,65.44,77.15,3,3.24290369867235
Christina Herring,Denmark,Town,40.0,48.74,3,3.87009955469779
Robert Williams,South Korea,City,42.78,42.55,4,5.0
Margaret Rodriguez,USA,Rural,40.0,40.42,2,3.08781313221377
Jessica Lewis,USA,Town,80.77,100.0,3,3.3821529090737
Catherine Brown,Denmark,City,40.0,47.73,1,1.17834659527082
David Smith,South Korea,Rural,94.88,100.0,2,2.34102600783525
Daniel Norman,South Korea,Town,81.22,87.89,1,1.2321502861585
William Barr,Denmark,Rural,73.07,95.86,1,1.24244665256116
Jeff Baldwin,USA,Town,66.07,79.32,5,5.0
David Alvarado,USA,Rural,71.06,83.6,3,4.00927901723761
Breanna Mitchell,Denmark,Rural,85.02,100.0,3,3.0401226071379
Daniel Johnson,NZ,Town,84.73,100.0,2,2.19331725063148
Kimberly Smith,Denmark,Town,56.95,77.2,4,4.68884700482807
Joshua Wright,NZ,Town,73.74,93.75,1,1.2161172571203
Dustin Nelson,USA,City,84.59,100.0,2,2.51228382069454
Charles Mendoza,USA,City,54.67,69.31,3,3.64930978181162
Timothy Young,USA,Town,47.95,58.51,2,1.84174631153731
Robert Jenkins,South Korea,City,65.27,69.5,4,5.0
Anna Richardson,USA,Rural,48.61,65.53,3,3.54117602894563
Christine Davis,Denmark,Town,55.28,80.8,5,5.0
Shane Cook,USA,City,59.33,73.85,3,3.61941282285226
Angela Dickerson,South Korea,City,92.45,100.0,4,5.0
Cassandra Fisher,Denmark,Town,56.22,62.43,5,5.0
Laura Reyes,USA,Town,88.1,100.0,3,3.95415785315693
Angela Torres,USA,City,40.0,48.68,4,4.84004904325527
Rhonda Martinez,USA,City,70.86,80.83,4,4.37430025436157
Andrea Wolfe,NZ,City,49.78,62.5,5,5.0
Michelle Davis,USA,Rural,87.02,98.28,3,3.70059831877808
Samuel Colon,USA,Town,56.59,78.62,5,5.0
Dominic Barton,USA,Town,40.0,41.75,2,2.37811344180206
Christopher Roberts,South Korea,City,48.57,66.19,1,1.12685552583383
Leah Smith,Denmark,Town,40.0,47.83,3,3.74102736777884
Olivia Scott,South Korea,City,51.59,56.71,1,1.09867376288035
Cathy Green,USA,City,40.0,51.57,4,3.67273790174554
Timothy Bell MD,USA,City,53.24,58.24,2,2.24992341862514
Alejandro Smith,Denmark,Rural,58.42,60.11,3,3.89842816315055
Sylvia Ramirez,USA,City,74.82,96.5,4,4.40026308450169
Laurie Lopez,NZ,City,40.0,52.97,3,3.17290337748538
Christina Davis,USA,Town,86.57,89.45,3,3.70878453348553
Crystal Williams,USA,City,80.56,100.0,3,3.88201581415846
Jeff Smith,Denmark,Town,74.03,99.63,4,5.0
Jasmine Anderson,USA,Town,40.0,48.47,3,3.30482571032511
Roberta Cole,South Korea,City,79.77,88.16,5,5.0
Justin Wilson,NZ,City,40.0,43.58,3,3.49171676615464
Craig Thomas,USA,Town,57.01,66.68,1,1.00652815564435
Michael Johnson,South Korea,City,55.36,65.92,4,4.05422268824125
Matthew Farley,NZ,City,57.75,76.17,2,2.3584533982279
Steven Johnson,USA,City,81.8,91.96,3,3.58593927360917
Kathryn Arias,South Korea,City,71.05,73.33,4,4.26903782163804
Michael Cruz,USA,City,45.84,62.09,3,3.87455039408207
Logan Jones,South Korea,City,40.0,53.66,3,4.13073299985903
Dawn Perez,NZ,Rural,40.96,48.18,3,2.93822249579484
Madeline Young,South Korea,City,64.86,87.18,1,1.2388640956831
Mitchell Smith,NZ,Town,40.0,47.61,5,5.0
Nathan White,South Korea,City,77.67,95.32,3,4.2531478267876
Caitlin Swanson,USA,Town,68.92,74.69,1,1.13991069779307
Jeanette Garcia,Denmark,Town,54.39,52.24,2,2.43009933924537
Lori Caldwell,NZ,Town,62.55,63.39,3,3.81919622310001
Daniel Hayes MD,USA,City,40.0,51.49,5,5.0
Melinda West,USA,Town,72.61,78.66,1,1.10424096848874
Crystal Lawson,Denmark,City,63.77,76.54,3,3.29260147377483
Steven Simpson,Denmark,Rural,66.61,78.34,2,2.27421385742031
Katie Ross,USA,Rural,77.61,90.53,3,4.26516261535552
Lori King,South Korea,Town,49.77,58.72,3,3.1346442794733
Joshua Walker,USA,City,49.45,66.8,4,5.0
Tracy Valdez,USA,City,64.2,91.31,4,5.0
Lori Reilly,USA,City,53.44,66.63,2,2.2734887127861
Heather Whitaker,USA,Rural,40.0,44.27,3,3.39022364584785
Allison Singh,USA,Town,47.45,53.12,2,2.30677814290264
Randall Taylor,USA,City,60.37,75.32,3,2.96119826839206
James Beck,USA,City,70.93,78.98,3,3.83009226308869
Heather Ramirez,Denmark,Rural,67.95,79.7,2,2.05460776374954
Bryan Walls,NZ,Rural,41.43,53.16,3,4.40692973098766
Cynthia Moore,Denmark,Rural,56.57,70.3,2,2.38220972099071
Katherine Lin,USA,Rural,40.0,45.22,5,5.0
Brian Weber,USA,Town,89.98,100.0,3,3.96605541768302
Michael Dorsey,USA,City,40.0,57.95,5,5.0
Monica Sanders,South Korea,Town,56.45,72.84,2,2.94413147176134
Heather Saunders,South Korea,City,72.14,99.18,2,2.57128794297
William Wagner,South Korea,City,55.85,69.87,2,2.59573272854058
Bradley Tran,NZ,City,75.37,82.46,4,4.02969287300454
Sean Tyler,USA,City,40.0,39.7,5,5.0
Chad Ferrell,USA,City,40.0,53.0,3,3.9595367499817
Steven Garcia,USA,City,76.73,83.56,2,2.16777558558157
Kathryn Smith,USA,Town,55.59,74.64,3,2.98243369409244
Garrett Crosby,USA,Town,87.27,100.0,1,1.05233526806231
William Crawford,USA,City,83.17,94.88,5,5.0
Benjamin Lewis,USA,Town,52.95,73.87,3,3.41995047824419
John Mcdonald,USA,City,100.0,99.2,2,2.30079420965281
Nicole Howell,Denmark,Town,57.13,62.4,5,4.88442910085285
Henry Rush Jr.,NZ,City,57.08,60.14,4,5.0
Jesse Campbell,NZ,Rural,59.75,71.33,2,2.09768573468075
Charles Greene,USA,Town,40.0,52.44,3,3.72204994917998
Brian Mcdonald,USA,City,46.79,53.19,4,5.0
Ashley Fuller,South Korea,City,59.8,64.28,4,5.0
Catherine Moss,USA,Rural,40.0,47.5,3,3.81531283019761
