Name,Age,Age Group,Country,Handedness,Home Location Type,Sleep,Sleep Group,Tertiary Qualifications,Car,Registration Date,Weight Time 1,Weight Time 2
Tanner Fuller,54,50 to <60,South Korea,Right,City,6.5,Under 7 hours,No Qualifications,Mini,2032-07-01,96.82,101.721046637814
Michael Perkins,28,20 to <30,USA,Right,Town,5.5,Under 7 hours,Postgraduate,Volkswagen,2032-09-01,93.74,89.7393036940724
Shannon Santiago,10,<20,Denmark,Right,Town,8.0,7 to <9 hours,No Qualifications,Fiat,2031-11-01,80.33,87.7528635998859
Robin Mann,26,20 to <30,NZ,Right,City,5.5,Under 7 hours,Undergraduate,Citroën,2031-10-01,92.52,102.226059323732
Carolyn Blevins,45,40 to <50,NZ,Right,Rural,7.0,7 to <9 hours,No Qualifications,Tesla,2032-05-01,95.9,94.797309890801
Nicholas Parker,48,40 to <50,USA,Right,City,7.0,7 to <9 hours,No Qualifications,Volkswagen,2032-10-01,96.66,116.731319583241
Ryan Russell,60,60 to <70,USA,Right,Town,8.5,7 to <9 hours,No Qualifications,Toyota,2031-03-01,98.41,100.396819408452
Vicki Barron,30,30 to <40,USA,Ambidextrous,City,10.0,9+ hours,No Qualifications,Hyundai,2031-04-01,88.11,86.2788281773377
Christine Smith,55,50 to <60,USA,Right,Town,5.5,Under 7 hours,No Qualifications,Toyota,2032-12-01,94.22,92.2561577678152
Shannon Howell,33,30 to <40,Denmark,Ambidextrous,Rural,9.5,9+ hours,No Qualifications,Nissan,2031-04-01,92.36,94.684099379278
Eric Donovan,27,20 to <30,Denmark,Left,Rural,8.0,7 to <9 hours,No Qualifications,Tesla,2031-03-01,92.04,109.031691820254
Mitchell Garcia,71,70 to <80,USA,Left,Rural,8.0,7 to <9 hours,No Qualifications,Nissan,2031-04-01,96.87,103.367805488636
Elizabeth Smith,39,30 to <40,USA,Right,Town,9.0,9+ hours,Undergraduate,Mitsubishi,2032-01-01,94.21,94.1882193332085
Melissa Adams,77,70 to <80,USA,Right,Rural,10.0,9+ hours,Undergraduate,Mazda,2031-05-01,98.1,101.003608070224
Sean Bishop,85,80+,USA,Right,Town,7.0,7 to <9 hours,Undergraduate,Mazda,2032-09-01,95.81,94.6620774604097
Nicole Elliott,51,50 to <60,South Korea,Left,City,6.5,Under 7 hours,No Qualifications,BMW,2031-08-01,91.98,95.4550495342244
Jessica Mccarthy,8,<20,NZ,Right,City,9.0,9+ hours,No Qualifications,Peugeot,2031-05-01,73.11,80.1659148101033
David Carr,13,<20,Denmark,Right,Rural,11.0,9+ hours,No Qualifications,Suzuki,2031-02-01,84.6,94.6258927160788
Ronald Peterson,33,30 to <40,USA,Right,City,8.5,7 to <9 hours,No Qualifications,Tesla,2030-03-01,94.66,106.616194467903
Michael Gibbs,20,20 to <30,Denmark,Right,Rural,10.5,9+ hours,No Qualifications,BMW,2031-01-01,96.6,102.361174964069
Christopher King,16,<20,Denmark,Right,City,9.5,9+ hours,No Qualifications,Rolls Royce,2030-04-01,89.92,97.1771445845175
Nicole Barnes,21,20 to <30,USA,Right,Town,8.5,7 to <9 hours,Undergraduate,Volkswagen,2032-05-01,94.02,102.472233315069
Amber Nguyen,80,80+,NZ,Right,City,6.0,Under 7 hours,No Qualifications,Rolls Royce,2032-11-01,93.37,90.2858079477046
Stacey Hendrix,97,80+,USA,Right,City,8.5,7 to <9 hours,No Qualifications,Peugeot,2032-05-01,92.61,93.5839923548672
Jorge Mclean,69,60 to <70,South Korea,Left,City,8.5,7 to <9 hours,No Qualifications,Toyota,2031-01-01,91.39,102.421867356414
Juan Anderson,29,20 to <30,South Korea,Right,Town,7.0,7 to <9 hours,Undergraduate,Toyota,2030-02-01,90.85,100.521375694489
James Gross,51,50 to <60,South Korea,Right,City,9.0,9+ hours,No Qualifications,Fiat,2032-07-01,100.31,99.6925721541832
Brian Adkins,46,40 to <50,USA,Right,Rural,8.5,7 to <9 hours,No Qualifications,Kia,2031-09-01,92.14,95.6100191241403
Ashley Moore,18,<20,USA,Right,Town,8.0,7 to <9 hours,No Qualifications,Kia,2030-04-01,92.03,83.5044516658647
Suzanne Harris,30,30 to <40,NZ,Right,City,7.5,7 to <9 hours,No Qualifications,Hyundai,2032-07-01,92.96,90.8698265874295
Elizabeth King,83,80+,Denmark,Right,City,7.5,7 to <9 hours,No Qualifications,Kia,2032-06-01,94.18,104.672478525526
Brian Hamilton,33,30 to <40,South Korea,Right,City,5.5,Under 7 hours,No Qualifications,Mini,2030-02-01,98.95,92.7499952802041
Toni Gould,50,50 to <60,USA,Right,Town,6.5,Under 7 hours,No Qualifications,Volkswagen,2031-01-01,97.62,98.0661966588894
Austin Tran,51,50 to <60,South Korea,Right,City,8.0,7 to <9 hours,No Qualifications,Hyundai,2031-08-01,96.34,96.569636891747
Aaron Baxter,14,<20,NZ,Right,Rural,9.0,9+ hours,No Qualifications,Volkswagen,2032-10-01,82.29,80.2884014040194
Rachel Holt,82,80+,South Korea,Left,City,6.5,Under 7 hours,No Qualifications,Toyota,2030-04-01,91.93,96.739901200831
Lori Mcclain,64,60 to <70,NZ,Right,City,4.5,Under 7 hours,No Qualifications,Tesla,2032-02-01,93.19,97.4966872082604
Adam Lewis,30,30 to <40,South Korea,Right,Town,7.0,7 to <9 hours,Undergraduate,Citroën,2032-07-01,95.85,101.950675778021
Danielle Webster,42,40 to <50,USA,Right,City,8.0,7 to <9 hours,No Qualifications,Volkswagen,2031-09-01,96.11,106.995107751845
Ashley Perry,87,80+,USA,Right,City,7.5,7 to <9 hours,Undergraduate,Mini,2032-03-01,99.9,112.098402778732
Jordan Leon,15,<20,USA,Right,City,9.0,9+ hours,No Qualifications,Nissan,2032-10-01,88.5,90.2422417657714
Joel Joseph,34,30 to <40,South Korea,Right,City,7.0,7 to <9 hours,No Qualifications,Peugeot,2032-09-01,92.7,98.9956893393318
Todd Chavez,52,50 to <60,Denmark,Ambidextrous,City,7.5,7 to <9 hours,No Qualifications,Hyundai,2032-04-01,94.17,99.4985073172539
Katrina West,69,60 to <70,South Korea,Right,City,5.5,Under 7 hours,No Qualifications,Renault,2031-02-01,99.99,109.371806111831
Joy Jones,19,<20,USA,Right,City,8.5,7 to <9 hours,No Qualifications,Toyota,2030-11-01,91.41,91.8499385259506
Spencer Watts,63,60 to <70,USA,Right,Rural,7.0,7 to <9 hours,No Qualifications,Peugeot,2031-01-01,93.77,102.329605236393
Rebecca Cain,9,<20,USA,Left,City,8.5,7 to <9 hours,No Qualifications,Toyota,2031-11-01,78.66,78.7273312146342
Regina Young,87,80+,NZ,Right,City,6.0,Under 7 hours,No Qualifications,Hyundai,2031-06-01,96.73,114.906974352459
Jeremy Young,55,50 to <60,USA,Right,Town,6.5,Under 7 hours,No Qualifications,Mazda,2032-07-01,98.02,107.590092317776
Amanda Cox,22,20 to <30,South Korea,Ambidextrous,City,10.0,9+ hours,No Qualifications,Tesla,2030-09-01,92.49,107.23185702437
Karen Burton,55,50 to <60,South Korea,Right,City,11.0,9+ hours,No Qualifications,Mitsubishi,2032-02-01,92.67,95.725048815478
Elizabeth Adams,52,50 to <60,USA,Right,City,7.5,7 to <9 hours,No Qualifications,Volkswagen,2032-11-01,93.63,99.6014756467101
Rhonda Roach,15,<20,USA,Right,Rural,7.5,7 to <9 hours,No Qualifications,Mazda,2031-08-01,89.8,96.7773367992277
Natasha Andrews,30,30 to <40,NZ,Left,Rural,8.0,7 to <9 hours,No Qualifications,Mazda,2031-05-01,94.89,97.671927853229
Brenda Smith,71,70 to <80,USA,Left,City,10.0,9+ hours,No Qualifications,Toyota,2031-03-01,96.05,105.381499528397
David Jones,74,70 to <80,USA,Right,Town,7.5,7 to <9 hours,No Qualifications,Mini,2032-01-01,94.36,105.885411654035
Kaitlyn Thomas,22,20 to <30,Denmark,Left,Town,5.5,Under 7 hours,No Qualifications,Fiat,2030-10-01,88.19,90.3738432781261
Andrew Campbell,22,20 to <30,South Korea,Ambidextrous,Rural,6.0,Under 7 hours,No Qualifications,Tesla,2031-05-01,91.38,92.8005171787963
Donna Larson,49,40 to <50,NZ,Right,City,9.5,9+ hours,No Qualifications,Tesla,2031-03-01,96.62,106.199305496216
Corey Washington,50,50 to <60,USA,Right,City,9.0,9+ hours,Postgraduate,Hyundai,2032-08-01,93.16,83.0683695322276
Dale Guerrero,12,<20,USA,Right,City,6.5,Under 7 hours,No Qualifications,Renault,2032-03-01,79.42,87.4659440201564
Thomas Combs,22,20 to <30,USA,Left,City,10.0,9+ hours,No Qualifications,Toyota,2032-10-01,92.19,93.3227183286411
Thomas Gibson,18,<20,Denmark,Right,City,8.5,7 to <9 hours,No Qualifications,Tesla,2031-02-01,86.39,83.8729709651474
Angela Taylor,39,30 to <40,NZ,Right,City,7.5,7 to <9 hours,No Qualifications,Toyota,2032-04-01,92.45,97.6867526295412
Jeremy Brown,27,20 to <30,NZ,Right,Town,8.5,7 to <9 hours,No Qualifications,Kia,2030-02-01,96.25,94.9518580992384
Vanessa Davis,45,40 to <50,USA,Right,Rural,7.5,7 to <9 hours,No Qualifications,Peugeot,2031-12-01,89.42,92.8716670692845
Tina Dudley,9,<20,South Korea,Left,City,8.0,7 to <9 hours,No Qualifications,Citroën,2031-07-01,73.05,84.7475539611833
Dr. Justin Price,70,70 to <80,NZ,Right,Rural,7.0,7 to <9 hours,No Qualifications,Fiat,2030-03-01,96.52,100.649667057461
Sarah Dominguez,83,80+,USA,Right,City,4.0,Under 7 hours,Undergraduate,Mini,2031-11-01,96.74,103.997308634597
Evan Mejia,26,20 to <30,Denmark,Right,City,5.0,Under 7 hours,Undergraduate,Toyota,2030-02-01,94.69,100.738666557649
Lisa Johnson,24,20 to <30,South Korea,Right,City,8.5,7 to <9 hours,Undergraduate,Citroën,2031-12-01,95.81,97.3944839445642
Debra Miller,15,<20,USA,Left,City,5.0,Under 7 hours,No Qualifications,Toyota,2031-01-01,83.07,88.7404491382425
Brittany Price,54,50 to <60,USA,Right,City,5.0,Under 7 hours,No Qualifications,Tesla,2032-09-01,92.13,94.7992930617174
Eric Ramirez,78,70 to <80,USA,Right,Town,7.5,7 to <9 hours,Undergraduate,Suzuki,2030-01-01,95.94,99.6771802197898
Randy Cardenas,38,30 to <40,NZ,Right,City,6.0,Under 7 hours,No Qualifications,Mini,2032-08-01,94.93,99.3867546866064
Madeline Valdez,48,40 to <50,South Korea,Left,City,7.0,7 to <9 hours,No Qualifications,Volkswagen,2030-10-01,97.98,91.4839060228881
Phillip Green,30,30 to <40,USA,Right,City,6.5,Under 7 hours,Postgraduate,Ferrari,2031-12-01,90.64,84.5464193010876
Lisa Garrett,82,80+,NZ,Right,Town,4.5,Under 7 hours,Undergraduate,Volkswagen,2032-11-01,99.86,106.454017479815
Walter Casey,42,40 to <50,USA,Right,Town,7.0,7 to <9 hours,No Qualifications,Peugeot,2032-01-01,93.33,96.1045984872358
Laura Baxter,50,50 to <60,South Korea,Left,City,7.5,7 to <9 hours,No Qualifications,Tesla,2031-04-01,95.99,101.550468659825
Wanda Reese,74,70 to <80,South Korea,Right,City,6.0,Under 7 hours,Undergraduate,Honda,2032-06-01,93.89,98.5660568685333
Danielle Garcia,62,60 to <70,Denmark,Right,Rural,7.0,7 to <9 hours,Undergraduate,Volkswagen,2031-11-01,98.21,109.903849736486
Alexander Wilson,31,30 to <40,South Korea,Right,City,7.0,7 to <9 hours,No Qualifications,Honda,2032-09-01,94.39,96.2216239153137
Christopher Harris,53,50 to <60,NZ,Right,City,4.5,Under 7 hours,Undergraduate,Toyota,2030-04-01,101.21,109.920501716872
Jennifer Rhodes,63,60 to <70,NZ,Right,Rural,9.5,9+ hours,No Qualifications,Tesla,2031-07-01,93.86,104.58261696122
Troy Lewis,24,20 to <30,USA,Right,City,6.5,Under 7 hours,No Qualifications,Renault,2031-04-01,91.73,94.7897566531624
Thomas Chavez,41,40 to <50,NZ,Right,City,8.5,7 to <9 hours,Undergraduate,Mini,2032-08-01,94.77,109.26036096708
Jessica Brown,30,30 to <40,USA,Right,Town,8.0,7 to <9 hours,Undergraduate,Aston Martin,2030-10-01,91.36,100.52811270318
Natalie Contreras,69,60 to <70,USA,Left,City,6.0,Under 7 hours,No Qualifications,Mazda,2032-12-01,98.24,90.7968385225634
Veronica Blackwell,59,50 to <60,NZ,Ambidextrous,City,7.5,7 to <9 hours,No Qualifications,Toyota,2032-11-01,92.44,109.014011985019
Thomas Armstrong,12,<20,South Korea,Right,Rural,9.5,9+ hours,No Qualifications,Nissan,2030-11-01,75.74,80.4864360969939
Maria Walker,86,80+,South Korea,Right,City,6.5,Under 7 hours,No Qualifications,Toyota,2032-12-01,98.39,103.997732901023
Victoria Castro DVM,30,30 to <40,South Korea,Left,Town,7.0,7 to <9 hours,No Qualifications,Aston Martin,2032-11-01,94.81,94.1313417904368
Diane Guerra,37,30 to <40,NZ,Right,Town,9.5,9+ hours,No Qualifications,Mazda,2032-04-01,94.02,103.558528015833
Samantha Miller,51,50 to <60,USA,Left,City,7.0,7 to <9 hours,No Qualifications,Citroën,2032-03-01,96.76,100.4086844537
Justin Hartman,23,20 to <30,NZ,Right,City,8.0,7 to <9 hours,No Qualifications,Mini,2032-06-01,93.86,98.7198433138656
Brandon Nguyen,59,50 to <60,USA,Right,Town,7.0,7 to <9 hours,Undergraduate,Mitsubishi,2032-07-01,96.55,93.229049080446
Ricardo Tate,38,30 to <40,South Korea,Right,Town,5.0,Under 7 hours,Postgraduate,Tesla,2031-09-01,90.89,93.238506752898
Dr. William Goodman,18,<20,South Korea,Left,City,6.0,Under 7 hours,No Qualifications,Hyundai,2031-11-01,90.42,96.4064972339662
Kelly Hamilton,35,30 to <40,USA,Right,Town,8.5,7 to <9 hours,No Qualifications,Peugeot,2032-05-01,90.89,95.4560972322186
Mariah Morrison,51,50 to <60,USA,Right,Town,8.0,7 to <9 hours,Undergraduate,Volkswagen,2032-10-01,94.48,97.6486385067855
Brittany Phillips,90,80+,Denmark,Right,City,6.5,Under 7 hours,No Qualifications,Mini,2032-10-01,103.91,104.63431192265
Gloria Smith,58,50 to <60,USA,Right,Town,6.5,Under 7 hours,No Qualifications,Citroën,2030-09-01,96.79,116.012370787789
Heather Santiago,48,40 to <50,NZ,Left,City,7.5,7 to <9 hours,No Qualifications,Toyota,2030-01-01,95.66,95.647565921182
William Adams,59,50 to <60,South Korea,Right,City,7.5,7 to <9 hours,No Qualifications,Nissan,2030-02-01,94.96,103.344141589362
Samantha Patel,53,50 to <60,NZ,Right,City,7.5,7 to <9 hours,No Qualifications,Fiat,2031-07-01,97.37,109.458656798427
Nicole Jones,23,20 to <30,USA,Right,Town,10.5,9+ hours,No Qualifications,Fiat,2031-10-01,92.28,99.8115919500719
Amy Quinn MD,56,50 to <60,USA,Right,City,6.5,Under 7 hours,No Qualifications,Nissan,2030-04-01,96.45,101.593977579253
Daniel Malone,17,<20,USA,Right,City,9.5,9+ hours,No Qualifications,Nissan,2031-06-01,88.22,97.9970679419376
Adam Brown,60,60 to <70,USA,Right,Town,7.0,7 to <9 hours,No Qualifications,BMW,2032-10-01,95.58,99.8370222077472
Craig Sullivan,48,40 to <50,South Korea,Right,Town,9.5,9+ hours,Postgraduate,Citroën,2032-10-01,90.52,94.1115986438835
Lisa Jones,19,<20,NZ,Right,City,7.0,7 to <9 hours,No Qualifications,Mitsubishi,2032-05-01,100.37,111.126007775546
Frances Ibarra,41,40 to <50,NZ,Left,Town,8.5,7 to <9 hours,No Qualifications,Toyota,2031-12-01,97.05,107.850080173562
Michael Walsh,61,60 to <70,NZ,Right,Town,6.5,Under 7 hours,Postgraduate,Peugeot,2031-02-01,100.18,102.973887731956
Erin Koch,20,20 to <30,USA,Right,City,7.0,7 to <9 hours,Undergraduate,Tesla,2032-11-01,90.01,98.8713456204404
Kevin Caldwell,38,30 to <40,NZ,Right,City,7.0,7 to <9 hours,No Qualifications,Tesla,2030-01-01,95.29,109.244616842863
Kathryn Nielsen,40,40 to <50,Denmark,Left,Rural,8.0,7 to <9 hours,Undergraduate,Fiat,2032-01-01,91.93,103.754892357411
Amanda Medina,25,20 to <30,Denmark,Left,Rural,5.5,Under 7 hours,No Qualifications,Peugeot,2030-10-01,92.55,99.5133423717976
John Allison,96,80+,USA,Right,Rural,7.5,7 to <9 hours,No Qualifications,Volkswagen,2030-11-01,94.4,96.6331168394009
Sandra Leon,47,40 to <50,NZ,Right,Rural,8.0,7 to <9 hours,No Qualifications,Mazda,2030-04-01,94.08,95.0993485166052
Kenneth Powers,55,50 to <60,South Korea,Right,City,4.0,Under 7 hours,No Qualifications,Fiat,2032-03-01,95.79,111.446808156847
Erin Barnett,82,80+,South Korea,Right,City,7.0,7 to <9 hours,Undergraduate,Mitsubishi,2031-07-01,95.1,92.9311492270907
Allison Sanchez,76,70 to <80,NZ,Ambidextrous,City,8.5,7 to <9 hours,No Qualifications,Tesla,2030-01-01,101.11,110.301055042107
Richard Quinn,8,<20,USA,Right,City,9.0,9+ hours,No Qualifications,Tesla,2030-03-01,68.73,73.094235818292
Lindsay Shannon,25,20 to <30,South Korea,Ambidextrous,City,6.5,Under 7 hours,No Qualifications,Renault,2031-07-01,93.1,98.9647851971273
Eric Edwards,39,30 to <40,Denmark,Right,Rural,6.0,Under 7 hours,Undergraduate,Mazda,2032-02-01,95.64,103.622133511313
Thomas Nguyen,22,20 to <30,USA,Right,City,8.0,7 to <9 hours,No Qualifications,Tesla,2030-09-01,95.42,97.7496062309348
Stephanie Bauer,65,60 to <70,Denmark,Right,Town,5.5,Under 7 hours,Postgraduate,BMW,2031-03-01,96.45,106.410988379044
Amber Wong,85,80+,USA,Left,City,6.5,Under 7 hours,No Qualifications,Peugeot,2031-10-01,95.35,92.3218853170018
Michael Jimenez,37,30 to <40,USA,Right,City,9.0,9+ hours,No Qualifications,Volkswagen,2031-03-01,89.89,101.733371281318
Christina Patel,43,40 to <50,South Korea,Left,City,8.5,7 to <9 hours,Postgraduate,Fiat,2031-04-01,95.52,102.404639845178
Abigail Doyle,31,30 to <40,South Korea,Right,Rural,7.5,7 to <9 hours,No Qualifications,Tesla,2031-01-01,92.83,86.6808858455065
Dr. Mark Martinez,14,<20,USA,Right,Town,7.5,7 to <9 hours,No Qualifications,Mitsubishi,2030-04-01,79.13,88.3164653177025
Bradley Nielsen,8,<20,USA,Right,Town,5.0,Under 7 hours,No Qualifications,Tesla,2030-03-01,69.89,78.9503447758111
Kristen Krueger,40,40 to <50,USA,Right,City,6.5,Under 7 hours,No Qualifications,Peugeot,2031-06-01,91.4,99.5627893631242
Paul Freeman,31,30 to <40,Denmark,Right,City,9.5,9+ hours,No Qualifications,Audi,2031-01-01,89.78,100.865908279086
Jennifer Logan,31,30 to <40,USA,Right,City,7.5,7 to <9 hours,Undergraduate,Hyundai,2030-09-01,92.89,93.9312138426852
Brittney Weaver,30,30 to <40,USA,Right,City,8.0,7 to <9 hours,Undergraduate,Nissan,2031-01-01,92.29,93.8237742559382
Jason Davies Jr.,80,80+,NZ,Right,City,8.0,7 to <9 hours,Postgraduate,Kia,2032-04-01,90.46,92.2549871693885
Tiffany Martinez,63,60 to <70,Denmark,Left,City,7.0,7 to <9 hours,No Qualifications,Mercedes,2030-02-01,96.0,111.068117179928
Renee Hammond,49,40 to <50,South Korea,Right,City,10.0,9+ hours,No Qualifications,Kia,2032-05-01,97.28,105.233011791472
Michelle Rodriguez,96,80+,Denmark,Right,Town,4.5,Under 7 hours,No Qualifications,Toyota,2032-08-01,90.91,90.9003977275606
George Wilson,31,30 to <40,South Korea,Right,City,7.0,7 to <9 hours,Undergraduate,Hyundai,2032-08-01,96.04,96.9702420500251
Donna Barrett,8,<20,Denmark,Right,Rural,7.5,7 to <9 hours,No Qualifications,Honda,2031-02-01,73.36,79.7310908752784
Paul Scott,48,40 to <50,USA,Right,Town,8.5,7 to <9 hours,No Qualifications,Mazda,2031-03-01,92.24,97.8486370356063
Jorge Hamilton,35,30 to <40,Denmark,Right,City,11.5,9+ hours,Undergraduate,Tesla,2031-07-01,90.54,93.9206343619065
Leah Harris,63,60 to <70,Denmark,Left,City,6.0,Under 7 hours,No Qualifications,Toyota,2031-05-01,96.21,103.372502147163
Vanessa Smith,47,40 to <50,Denmark,Right,Rural,8.5,7 to <9 hours,No Qualifications,Citroën,2032-06-01,98.71,107.174328260346
William Nash,66,60 to <70,USA,Ambidextrous,Rural,7.0,7 to <9 hours,No Qualifications,Toyota,2032-10-01,98.32,102.12934869074
Karen Kim,20,20 to <30,South Korea,Right,City,7.0,7 to <9 hours,No Qualifications,Mercedes,2031-03-01,95.96,108.390142256617
Seth Winters,44,40 to <50,Denmark,Ambidextrous,City,7.5,7 to <9 hours,Undergraduate,Renault,2031-02-01,101.55,121.595008822586
Christopher Jordan,31,30 to <40,USA,Left,City,7.0,7 to <9 hours,No Qualifications,Toyota,2031-10-01,92.77,92.5007643546525
Stephen Stewart,37,30 to <40,South Korea,Right,Town,5.5,Under 7 hours,No Qualifications,Toyota,2031-12-01,94.14,96.7695064527132
Amy Benjamin,37,30 to <40,USA,Ambidextrous,City,8.0,7 to <9 hours,No Qualifications,Honda,2031-02-01,96.07,109.643330359488
Marie Burton,22,20 to <30,NZ,Right,Rural,7.0,7 to <9 hours,No Qualifications,Jaguar,2031-03-01,89.59,92.1876482259588
Bryan Gordon,44,40 to <50,USA,Right,Town,8.5,7 to <9 hours,No Qualifications,Tesla,2030-04-01,91.68,97.550662343319
Gregory Harris,93,80+,USA,Left,Rural,7.5,7 to <9 hours,No Qualifications,Fiat,2032-07-01,99.66,96.5509915229618
Noah Dunn,66,60 to <70,USA,Left,City,8.0,7 to <9 hours,Undergraduate,Tesla,2031-08-01,101.24,109.434719761228
Joshua Franklin,70,70 to <80,USA,Right,City,3.5,Under 7 hours,No Qualifications,Tesla,2030-11-01,95.74,95.7056224266013
Michelle Ponce,48,40 to <50,NZ,Right,Rural,8.0,7 to <9 hours,No Qualifications,Tesla,2030-01-01,97.34,101.286571921195
Heather Anderson,66,60 to <70,South Korea,Right,City,7.0,7 to <9 hours,No Qualifications,Toyota,2031-01-01,94.66,100.023471023892
Joel Robertson,85,80+,USA,Left,City,8.0,7 to <9 hours,No Qualifications,Tesla,2032-06-01,93.86,80.4359101199103
Tamara Miller,47,40 to <50,NZ,Right,Rural,9.0,9+ hours,No Qualifications,Toyota,2031-05-01,89.07,85.245501528413
Kathleen Harris,48,40 to <50,South Korea,Left,City,4.5,Under 7 hours,No Qualifications,Mitsubishi,2032-07-01,93.05,89.3775296301853
Erica Johnson,33,30 to <40,USA,Right,City,9.5,9+ hours,No Qualifications,Hyundai,2031-04-01,91.7,96.8912838349502
Samantha Parrish,27,20 to <30,NZ,Right,Rural,7.5,7 to <9 hours,No Qualifications,Volkswagen,2030-02-01,93.79,92.2208482164392
Danny Swanson,96,80+,USA,Right,City,7.0,7 to <9 hours,No Qualifications,Volkswagen,2030-03-01,92.7,98.5548261797954
Kathleen Lawson,8,<20,South Korea,Left,City,7.5,7 to <9 hours,No Qualifications,Mini,2031-02-01,75.36,78.8433303465818
Michael Miller,98,80+,South Korea,Right,Town,9.0,9+ hours,No Qualifications,Mercedes,2031-07-01,93.51,95.6741695289971
Daniel Christian,60,60 to <70,USA,Right,City,9.0,9+ hours,Undergraduate,Tesla,2032-06-01,94.33,107.064563232474
Katherine Ramirez,27,20 to <30,USA,Ambidextrous,Town,9.0,9+ hours,No Qualifications,Suzuki,2030-10-01,92.79,104.15136981304
Sarah Hardin,13,<20,USA,Right,Town,9.5,9+ hours,No Qualifications,Toyota,2032-02-01,77.6,82.0874000102848
Margaret Robinson,33,30 to <40,Denmark,Right,Rural,8.0,7 to <9 hours,No Qualifications,Toyota,2030-03-01,92.83,103.908398152194
Mary Simon,18,<20,NZ,Right,Rural,8.0,7 to <9 hours,No Qualifications,Renault,2030-03-01,90.48,82.2604521419476
Jacob Jones,96,80+,USA,Right,Town,6.0,Under 7 hours,Postgraduate,Mini,2031-09-01,91.25,108.715299688134
Bryce Parker,78,70 to <80,USA,Left,Town,6.0,Under 7 hours,Undergraduate,Mitsubishi,2031-08-01,98.95,84.9405446377059
Charles Gonzalez,43,40 to <50,USA,Right,Town,8.5,7 to <9 hours,No Qualifications,Renault,2031-08-01,89.08,95.0301998035231
